#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDKN1A	MDM2	9606.ENSP00000384849	9606.ENSP00000258149	0	0	0	0	0	0.848	0	0	0.848
CDKN1A	STAT3	9606.ENSP00000384849	9606.ENSP00000264657	0	0	0	0	0	0.828	0.500	0	0.910
CDKN1A	TP53	9606.ENSP00000384849	9606.ENSP00000269305	0	0	0	0	0	0.925	0.900	0	0.992
CDKN1A	STAT5A	9606.ENSP00000384849	9606.ENSP00000341208	0	0	0	0	0	0	0.750	0	0.750
CDKN1A	SMAD4	9606.ENSP00000384849	9606.ENSP00000341551	0	0	0	0	0	0.600	0.500	0	0.791
CDKN2A	MAPK14	9606.ENSP00000418915	9606.ENSP00000229795	0	0	0	0	0	0.216	0.900	0	0.918
CDKN2A	KRAS	9606.ENSP00000418915	9606.ENSP00000256078	0	0	0	0	0	0.102	0.900	0	0.906
CDKN2A	MDM2	9606.ENSP00000418915	9606.ENSP00000258149	0	0	0	0	0	0.992	0.900	0	0.999
CDKN2A	TP53	9606.ENSP00000418915	9606.ENSP00000269305	0	0	0	0	0	0.874	0.900	0	0.986
CDKN2A	NRAS	9606.ENSP00000418915	9606.ENSP00000358548	0	0	0	0	0	0.102	0.900	0	0.906
CDKN2A	HRAS	9606.ENSP00000418915	9606.ENSP00000407586	0	0	0	0	0	0.160	0.900	0	0.912
CDKN2A	MYC	9606.ENSP00000418915	9606.ENSP00000478887	0	0	0	0	0	0.783	0.900	0	0.977
CDO1	GCLC	9606.ENSP00000250535	9606.ENSP00000497574	0	0	0	0	0	0	0.800	0	0.800
CDO1	GCLM	9606.ENSP00000250535	9606.ENSP00000359258	0	0	0	0	0	0	0.800	0	0.800
CDO1	GOT1	9606.ENSP00000250535	9606.ENSP00000359539	0	0	0	0	0	0	0.913	0	0.913
CDO1	CTH	9606.ENSP00000250535	9606.ENSP00000359976	0	0	0	0	0	0	0.913	0	0.913
CDX2	GCG	9606.ENSP00000370408	9606.ENSP00000387662	0	0	0	0	0	0	0.750	0	0.750
CFTR	PRKAA2	9606.ENSP00000003084	9606.ENSP00000360290	0	0	0	0	0	0.065	0.900	0	0.902
CGAS	STING1	9606.ENSP00000359339	9606.ENSP00000498596	0	0	0	0	0	0.292	0.900	0	0.926
CHEK2	MDM2	9606.ENSP00000372023	9606.ENSP00000258149	0	0	0	0	0	0.625	0.750	0	0.902
CHEK2	TP53	9606.ENSP00000372023	9606.ENSP00000269305	0	0	0	0	0	0.833	0.750	0	0.956
CHEK2	PIEZO1	9606.ENSP00000372023	9606.ENSP00000301015	0	0	0	0	0	0.774	0	0	0.774
COL1A1	RB1	9606.ENSP00000225964	9606.ENSP00000267163	0	0	0	0	0	0	0.750	0	0.750
COL1A1	RUNX2	9606.ENSP00000225964	9606.ENSP00000360493	0	0	0	0	0	0	0.750	0	0.750
CREB1	MAPK1	9606.ENSP00000387699	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
CREB1	PPARGC1A	9606.ENSP00000387699	9606.ENSP00000264867	0	0	0	0	0	0	0.900	0	0.900
CREB1	TP53	9606.ENSP00000387699	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0	0.776
CREB1	SST	9606.ENSP00000387699	9606.ENSP00000287641	0	0	0	0	0	0.095	0.750	0	0.764
CREB1	GSK3B	9606.ENSP00000387699	9606.ENSP00000324806	0	0	0	0	0	0.292	0.900	0	0.926
CREB1	IL6	9606.ENSP00000387699	9606.ENSP00000385675	0	0	0	0	0	0	0.750	0	0.750
CREB1	IL10	9606.ENSP00000387699	9606.ENSP00000412237	0	0	0	0	0	0	0.750	0	0.750
CRYAB	CRYGD	9606.ENSP00000433560	9606.ENSP00000264376	0	0	0	0	0	0.722	0	0	0.722
CRYAB	SNCA	9606.ENSP00000433560	9606.ENSP00000500990	0	0	0	0	0	0.784	0	0	0.784
CSF2	JAK2	9606.ENSP00000296871	9606.ENSP00000371067	0	0	0	0	0	0	0.720	0	0.720
CSF3	PRL	9606.ENSP00000225474	9606.ENSP00000302150	0	0	0	0	0	0	0.900	0	0.900
CSF3	LEP	9606.ENSP00000225474	9606.ENSP00000312652	0	0	0	0	0	0	0.900	0	0.900
CSF3	EPO	9606.ENSP00000225474	9606.ENSP00000252723	0	0	0	0	0	0	0.900	0	0.900
CTH	GCLM	9606.ENSP00000359976	9606.ENSP00000359258	0	0	0	0	0	0	0.800	0	0.800
CTH	GOT1	9606.ENSP00000359976	9606.ENSP00000359539	0	0	0	0	0	0	0.900	0	0.900
CTH	GCLC	9606.ENSP00000359976	9606.ENSP00000497574	0	0	0	0	0	0.095	0.800	0	0.811
CTH	MTHFR	9606.ENSP00000359976	9606.ENSP00000365770	0	0	0	0	0	0.093	0.736	0	0.750
CTLA4	LCN2	9606.ENSP00000497102	9606.ENSP00000362108	0	0	0	0	0	0.967	0	0	0.967
CTNNB1	NFKB1	9606.ENSP00000495360	9606.ENSP00000226574	0	0	0	0	0	0.777	0	0	0.777
CTNNB1	POU5F1	9606.ENSP00000495360	9606.ENSP00000259915	0	0	0	0	0	0.525	0.800	0	0.901
CTNNB1	LRP6	9606.ENSP00000495360	9606.ENSP00000261349	0	0	0	0	0	0.532	0.720	0	0.863
CTNNB1	SMAD2	9606.ENSP00000495360	9606.ENSP00000262160	0	0	0	0	0	0.673	0.500	0	0.829
CTNNB1	ERBB2	9606.ENSP00000495360	9606.ENSP00000269571	0	0	0	0	0	0.662	0.900	0	0.964
CTNNB1	EGFR	9606.ENSP00000495360	9606.ENSP00000275493	0	0	0	0	0	0.718	0.900	0	0.970
CTNNB1	PPARG	9606.ENSP00000495360	9606.ENSP00000287820	0	0	0	0	0	0.735	0	0	0.735
CTNNB1	LRP5	9606.ENSP00000495360	9606.ENSP00000294304	0	0	0	0	0	0.325	0.720	0	0.802
CTNNB1	LRRK2	9606.ENSP00000495360	9606.ENSP00000298910	0	0	0	0	0	0.334	0.720	0	0.805
CTNNB1	TERT	9606.ENSP00000495360	9606.ENSP00000309572	0	0	0	0	0	0.301	0.900	0	0.927
CTNNB1	SOX2	9606.ENSP00000495360	9606.ENSP00000323588	0	0	0	0	0	0.627	0.500	0	0.805
CTNNB1	GSK3B	9606.ENSP00000495360	9606.ENSP00000324806	0	0	0	0	0	0.991	0.900	0	0.999
CTNNB1	PSEN1	9606.ENSP00000495360	9606.ENSP00000326366	0	0	0	0	0	0.830	0.900	0	0.982
CTNNB1	SMAD3	9606.ENSP00000495360	9606.ENSP00000332973	0	0	0	0	0	0.768	0.800	0	0.951
CTNNB1	SRC	9606.ENSP00000495360	9606.ENSP00000362680	0	0	0	0	0	0.539	0.900	0	0.951
CTNNB1	GCG	9606.ENSP00000495360	9606.ENSP00000387662	0	0	0	0	0	0	0.750	0	0.750
CTNNB1	HIF1A	9606.ENSP00000495360	9606.ENSP00000437955	0	0	0	0	0	0.785	0	0	0.785
CTNNB1	MYC	9606.ENSP00000495360	9606.ENSP00000478887	0	0	0	0	0	0.567	0.500	0	0.774
CTNNB1	YAP1	9606.ENSP00000495360	9606.ENSP00000478927	0	0	0	0	0	0.835	0	0	0.835
CTNNB1	MUC1	9606.ENSP00000495360	9606.ENSP00000484824	0	0	0	0	0	0.835	0	0	0.835
CUL3	GLI1	9606.ENSP00000264414	9606.ENSP00000228682	0	0	0	0	0	0.099	0.900	0	0.906
CUL3	SUFU	9606.ENSP00000264414	9606.ENSP00000358918	0	0	0	0	0	0	0.900	0	0.900
CUL3	GLI2	9606.ENSP00000264414	9606.ENSP00000390436	0	0	0	0	0	0.334	0.900	0	0.930
CUL3	NFE2L2	9606.ENSP00000264414	9606.ENSP00000380252	0	0	0	0	0	0.516	0.500	0	0.747
CUL3	KEAP1	9606.ENSP00000264414	9606.ENSP00000377245	0	0	0	0	0	0.999	0.900	0	0.999
CXCL10	CXCL13	9606.ENSP00000305651	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0	0.900
CXCL10	CXCL12	9606.ENSP00000305651	9606.ENSP00000379140	0	0	0	0	0	0.994	0.500	0	0.996
CXCL10	CXCL9	9606.ENSP00000305651	9606.ENSP00000354901	0	0	0	0.856	0	0.994	0.900	0	0.999
CXCL12	CXCL9	9606.ENSP00000379140	9606.ENSP00000354901	0	0	0	0	0	0.994	0.500	0	0.996
CXCL12	ESR1	9606.ENSP00000379140	9606.ENSP00000405330	0	0	0	0	0	0	0.750	0	0.750
CXCL12	CXCR4	9606.ENSP00000379140	9606.ENSP00000386884	0	0	0	0	0	0.634	0.900	0	0.961
CXCL13	CXCL9	9606.ENSP00000286758	9606.ENSP00000354901	0	0	0	0	0	0	0.900	0	0.900
CXCL13	CXCR5	9606.ENSP00000286758	9606.ENSP00000292174	0	0	0	0	0	0.287	0.900	0	0.925
CXCL8	NFKB1	9606.ENSP00000306512	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0	0.900
CXCL8	JUN	9606.ENSP00000306512	9606.ENSP00000360266	0	0	0	0	0	0.292	0.900	0	0.926
CXCL8	RELA	9606.ENSP00000306512	9606.ENSP00000384273	0	0	0	0	0	0.785	0.900	0	0.977
CXCR4	F2	9606.ENSP00000386884	9606.ENSP00000308541	0	0	0	0	0	0.052	0.900	0	0.901
CXCR4	JAK2	9606.ENSP00000386884	9606.ENSP00000371067	0	0	0	0	0	0.292	0.650	0	0.741
CYBB	MAPK1	9606.ENSP00000367851	9606.ENSP00000215832	0	0	0	0	0	0.058	0.900	0	0.901
CYBB	MMP2	9606.ENSP00000367851	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0	0.900
CYBB	NAMPT	9606.ENSP00000367851	9606.ENSP00000222553	0	0	0	0	0	0	0.900	0	0.900
CYBB	MMP9	9606.ENSP00000367851	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0	0.900
CYP19A1	CYP1A1	9606.ENSP00000379683	9606.ENSP00000378488	0	0	0	0.567	0	0.052	0.913	0	0.914
CYP1A1	CYP2C9	9606.ENSP00000378488	9606.ENSP00000260682	0	0	0	0.797	0	0	0.908	0	0.908
CYP1A1	CYP1A2	9606.ENSP00000378488	9606.ENSP00000342007	0	0	0	0.975	0	0	0.913	0	0.913
CYP1A1	HSD11B1	9606.ENSP00000378488	9606.ENSP00000355995	0	0	0	0	0	0.069	0.911	0	0.914
CYP1A1	CYP1B1	9606.ENSP00000378488	9606.ENSP00000478561	0	0	0	0.889	0	0	0.913	0	0.913
CYP1A1	CYP2E1	9606.ENSP00000378488	9606.ENSP00000440689	0	0	0	0.781	0	0	0.913	0	0.913
CYP1A1	IDO1	9606.ENSP00000378488	9606.ENSP00000430950	0	0	0	0	0	0	0.900	0	0.900
CYP1A2	CYP2C9	9606.ENSP00000342007	9606.ENSP00000260682	0	0	0	0.765	0	0	0.908	0	0.908
CYP1A2	IDO1	9606.ENSP00000342007	9606.ENSP00000430950	0	0	0	0	0	0	0.900	0	0.900
CYP1A2	CYP1B1	9606.ENSP00000342007	9606.ENSP00000478561	0	0	0	0.877	0	0	0.913	0	0.913
CYP1A2	XDH	9606.ENSP00000342007	9606.ENSP00000368727	0	0	0	0	0	0	0.910	0	0.910
CYP1A2	CYP2C19	9606.ENSP00000342007	9606.ENSP00000360372	0	0	0	0.743	0	0	0.908	0	0.908
CYP1A2	CYP2E1	9606.ENSP00000342007	9606.ENSP00000440689	0	0	0	0.762	0	0	0.913	0	0.913
CYP1B1	IDO1	9606.ENSP00000478561	9606.ENSP00000430950	0	0	0	0	0	0	0.900	0	0.900
CYP27A1	LIPA	9606.ENSP00000258415	9606.ENSP00000337354	0	0	0	0	0	0.068	0.800	0	0.805
CYP27B1	SRC	9606.ENSP00000228606	9606.ENSP00000362680	0	0	0	0	0	0.781	0	0	0.781
CYP2C19	CYP4F3	9606.ENSP00000360372	9606.ENSP00000221307	0	0	0	0.585	0	0.086	0.905	0	0.910
CYP2C19	CYP2C9	9606.ENSP00000360372	9606.ENSP00000260682	0	0	0	0.985	0	0.661	0.900	0	0.964
CYP2C19	PTGS2	9606.ENSP00000360372	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
CYP2C19	CYP2E1	9606.ENSP00000360372	9606.ENSP00000440689	0	0	0	0.962	0	0	0.908	0	0.908
CYP2C9	CYP4F3	9606.ENSP00000260682	9606.ENSP00000221307	0	0	0	0.586	0	0.086	0.905	0	0.910
CYP2C9	CYP2E1	9606.ENSP00000260682	9606.ENSP00000440689	0	0	0	0.960	0	0	0.908	0	0.908
CYP2C9	PTGS2	9606.ENSP00000260682	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
CYP2E1	CYP4F3	9606.ENSP00000440689	9606.ENSP00000221307	0	0	0	0.577	0	0.071	0.905	0	0.908
CYP2E1	HSD11B1	9606.ENSP00000440689	9606.ENSP00000355995	0	0	0	0	0	0.071	0.911	0	0.914
CYP2E1	PTGS2	9606.ENSP00000440689	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
CYP4F3	PTGS2	9606.ENSP00000221307	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
DDC	TYR	9606.ENSP00000403644	9606.ENSP00000263321	0	0	0	0	0	0.051	0.900	0	0.901
DDC	TAT	9606.ENSP00000403644	9606.ENSP00000348234	0	0	0	0	0	0	0.900	0	0.900
DDC	GOT1	9606.ENSP00000403644	9606.ENSP00000359539	0	0	0	0	0	0	0.900	0	0.900
DDC	TH	9606.ENSP00000403644	9606.ENSP00000370571	0	0	0	0	0	0.071	0.914	0	0.916
DDC	IDO1	9606.ENSP00000403644	9606.ENSP00000430950	0	0	0	0	0	0	0.900	0	0.900
DDC	TDO2	9606.ENSP00000403644	9606.ENSP00000444788	0	0	0	0	0	0	0.900	0	0.900
DDC	PAH	9606.ENSP00000403644	9606.ENSP00000448059	0	0	0	0	0	0.064	0.914	0	0.916
DHFR	SHMT2	9606.ENSP00000396308	9606.ENSP00000333667	0	0	0	0	0	0	0.956	0	0.956
DHFR	TH	9606.ENSP00000396308	9606.ENSP00000370571	0	0	0	0	0	0	0.900	0	0.900
DHFR	PAH	9606.ENSP00000396308	9606.ENSP00000448059	0	0	0	0	0	0	0.900	0	0.900
DKK1	LRP6	9606.ENSP00000363081	9606.ENSP00000261349	0	0	0	0	0	0.987	0.900	0	0.998
DKK1	LRP5	9606.ENSP00000363081	9606.ENSP00000294304	0	0	0	0	0	0.677	0.900	0	0.966
DNMT1	DNMT3B	9606.ENSP00000352516	9606.ENSP00000328547	0	0	0	0	0	0.837	0.900	0	0.983
EGFR	KRAS	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0	0.662	0.900	0	0.964
EGFR	PDGFRA	9606.ENSP00000275493	9606.ENSP00000257290	0	0	0	0.566	0	0.663	0.900	0	0.964
EGFR	PIK3CA	9606.ENSP00000275493	9606.ENSP00000263967	0	0	0	0	0	0.790	0.900	0	0.978
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0	0.925	0	0	0.925
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0	0.939	0	0.998	0.900	0	0.999
EGFR	RET	9606.ENSP00000275493	9606.ENSP00000347942	0	0	0	0.594	0	0.735	0	0	0.735
EGFR	SOCS3	9606.ENSP00000275493	9606.ENSP00000330341	0	0	0	0	0	0.726	0	0	0.726
EGFR	VAV1	9606.ENSP00000275493	9606.ENSP00000472929	0	0	0	0	0	0.808	0	0	0.808
EGFR	IRS1	9606.ENSP00000275493	9606.ENSP00000304895	0	0	0	0	0	0.239	0.650	0	0.722
EGFR	FOS	9606.ENSP00000275493	9606.ENSP00000306245	0	0	0	0	0	0.591	0.400	0	0.744
EGFR	STAT1	9606.ENSP00000275493	9606.ENSP00000354394	0	0	0	0	0	0.840	0	0	0.840
EGFR	JAK2	9606.ENSP00000275493	9606.ENSP00000371067	0	0	0	0.576	0	0.723	0.900	0	0.971
EGFR	NRAS	9606.ENSP00000275493	9606.ENSP00000358548	0	0	0	0	0	0.249	0.900	0	0.921
EGFR	IGF1	9606.ENSP00000275493	9606.ENSP00000376637	0	0	0	0	0	0	0.900	0	0.900
EGFR	INS	9606.ENSP00000275493	9606.ENSP00000380432	0	0	0	0	0	0	0.900	0	0.900
EGFR	PLCG2	9606.ENSP00000275493	9606.ENSP00000482457	0	0	0	0	0	0.843	0.900	0	0.983
EGFR	PIK3CB	9606.ENSP00000275493	9606.ENSP00000501150	0	0	0	0	0	0.622	0.900	0	0.960
EGFR	HRAS	9606.ENSP00000275493	9606.ENSP00000407586	0	0	0	0	0	0.315	0.900	0	0.928
EGFR	PIK3R1	9606.ENSP00000275493	9606.ENSP00000428056	0	0	0	0	0	0.900	0.900	0	0.989
EGFR	STAT5A	9606.ENSP00000275493	9606.ENSP00000341208	0	0	0	0	0	0.836	0.900	0	0.982
EGFR	PTPN11	9606.ENSP00000275493	9606.ENSP00000489597	0	0	0	0	0	0.995	0.900	0	0.999
EGFR	SOS1	9606.ENSP00000275493	9606.ENSP00000384675	0	0	0	0	0	0.994	0.900	0	0.999
EGFR	MUC1	9606.ENSP00000275493	9606.ENSP00000484824	0	0	0	0	0	0.835	0	0	0.835
EGFR	SRC	9606.ENSP00000275493	9606.ENSP00000362680	0	0	0	0.665	0	0.928	0.900	0	0.992
EGFR	PTK2	9606.ENSP00000275493	9606.ENSP00000341189	0	0	0	0.597	0	0.994	0.900	0	0.999
ELN	LOX	9606.ENSP00000351807	9606.ENSP00000231004	0	0	0	0	0	0.737	0.400	0	0.835
EML4	KRAS	9606.ENSP00000320663	9606.ENSP00000256078	0	0	0	0	0	0.098	0.900	0	0.905
EML4	PIK3CA	9606.ENSP00000320663	9606.ENSP00000263967	0	0	0	0	0	0.072	0.900	0	0.903
EML4	PLCG2	9606.ENSP00000320663	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0	0.900
EML4	PIK3CB	9606.ENSP00000320663	9606.ENSP00000501150	0	0	0	0	0	0.072	0.900	0	0.903
EML4	PIK3R1	9606.ENSP00000320663	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
EML4	JAK2	9606.ENSP00000320663	9606.ENSP00000371067	0	0	0	0	0	0.067	0.900	0	0.902
EML4	HRAS	9606.ENSP00000320663	9606.ENSP00000407586	0	0	0	0	0	0.098	0.900	0	0.905
EML4	NRAS	9606.ENSP00000320663	9606.ENSP00000358548	0	0	0	0	0	0.098	0.900	0	0.905
EPO	LEP	9606.ENSP00000252723	9606.ENSP00000312652	0	0	0	0	0	0	0.900	0	0.900
EPO	PRL	9606.ENSP00000252723	9606.ENSP00000302150	0	0	0	0	0	0	0.900	0	0.900
EPO	HIF1A	9606.ENSP00000252723	9606.ENSP00000437955	0	0	0	0	0	0.510	0.500	0	0.744
ERBB2	HGF	9606.ENSP00000269571	9606.ENSP00000222390	0	0	0	0	0	0.193	0.650	0	0.705
ERBB2	PIK3CA	9606.ENSP00000269571	9606.ENSP00000263967	0	0	0	0	0	0.115	0.900	0	0.907
ERBB2	STAT3	9606.ENSP00000269571	9606.ENSP00000264657	0	0	0	0	0	0.717	0	0	0.717
ERBB2	IRS1	9606.ENSP00000269571	9606.ENSP00000304895	0	0	0	0	0	0.239	0.650	0	0.722
ERBB2	INS	9606.ENSP00000269571	9606.ENSP00000380432	0	0	0	0	0	0	0.900	0	0.900
ERBB2	JAK2	9606.ENSP00000269571	9606.ENSP00000371067	0	0	0	0.573	0	0.328	0.900	0	0.930
ERBB2	PTPN11	9606.ENSP00000269571	9606.ENSP00000489597	0	0	0	0	0	0.847	0	0	0.847
ERBB2	PIK3CB	9606.ENSP00000269571	9606.ENSP00000501150	0	0	0	0	0	0.162	0.900	0	0.912
ERBB2	PLCG2	9606.ENSP00000269571	9606.ENSP00000482457	0	0	0	0	0	0.724	0.900	0	0.971
ERBB2	PTK2	9606.ENSP00000269571	9606.ENSP00000341189	0	0	0	0.598	0	0.786	0.900	0	0.977
ERBB2	IGF1	9606.ENSP00000269571	9606.ENSP00000376637	0	0	0	0	0	0	0.900	0	0.900
ERBB2	PIK3R1	9606.ENSP00000269571	9606.ENSP00000428056	0	0	0	0	0	0.840	0.900	0	0.983
ERBB2	SRC	9606.ENSP00000269571	9606.ENSP00000362680	0	0	0	0.680	0	0.850	0.900	0	0.984
ESR1	MAPK1	9606.ENSP00000405330	9606.ENSP00000215832	0	0	0	0	0	0.625	0.900	0	0.960
ESR1	MAPK14	9606.ENSP00000405330	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
ESR1	MDM2	9606.ENSP00000405330	9606.ENSP00000258149	0	0	0	0	0	0.785	0	0	0.785
ESR1	PPARGC1A	9606.ENSP00000405330	9606.ENSP00000264867	0	0	0	0	0	0.674	0.500	0	0.830
ESR1	TP53	9606.ENSP00000405330	9606.ENSP00000269305	0	0	0	0	0	0.735	0	0	0.735
ESR1	FOS	9606.ENSP00000405330	9606.ENSP00000306245	0	0	0	0	0	0.522	0.900	0	0.950
ESR1	ESR2	9606.ENSP00000405330	9606.ENSP00000343925	0	0	0	0.923	0	0.830	0.900	0	0.982
ESR1	FN1	9606.ENSP00000405330	9606.ENSP00000346839	0	0	0	0	0	0.900	0	0	0.900
ESR1	JUN	9606.ENSP00000405330	9606.ENSP00000360266	0	0	0	0	0	0.631	0.900	0	0.961
ESR1	RUNX2	9606.ENSP00000405330	9606.ENSP00000360493	0	0	0	0	0	0.071	0.750	0	0.757
ESR1	SRC	9606.ENSP00000405330	9606.ENSP00000362680	0	0	0	0	0	0.925	0.900	0	0.992
ESR1	GATA3	9606.ENSP00000405330	9606.ENSP00000368632	0	0	0	0	0	0.608	0.500	0	0.795
ESR1	MAPK8	9606.ENSP00000405330	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0	0.900
ESR1	RELA	9606.ENSP00000405330	9606.ENSP00000384273	0	0	0	0	0	0.787	0	0	0.787
ESR1	MYC	9606.ENSP00000405330	9606.ENSP00000478887	0	0	0	0	0	0.620	0.500	0	0.802
ESR1	PIK3R1	9606.ENSP00000405330	9606.ENSP00000428056	0	0	0	0	0	0.708	0.400	0	0.817
ESR2	MAPK1	9606.ENSP00000343925	9606.ENSP00000215832	0	0	0	0	0	0.292	0.900	0	0.926
ESR2	MAPK14	9606.ENSP00000343925	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
ESR2	FOS	9606.ENSP00000343925	9606.ENSP00000306245	0	0	0	0	0	0.095	0.900	0	0.905
ESR2	MAPK8	9606.ENSP00000343925	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0	0.900
ESR2	JUN	9606.ENSP00000343925	9606.ENSP00000360266	0	0	0	0	0	0.057	0.900	0	0.901
ESR2	SRC	9606.ENSP00000343925	9606.ENSP00000362680	0	0	0	0	0	0.629	0.900	0	0.961
F2	F2R	9606.ENSP00000308541	9606.ENSP00000321326	0	0	0	0	0	0.946	0.900	0	0.994
F2R	PROCR	9606.ENSP00000321326	9606.ENSP00000216968	0	0	0	0	0	0.510	0.500	0	0.744
FAH	FH	9606.ENSP00000385080	9606.ENSP00000355518	0	0	0	0	0	0	0.800	0	0.800
FAH	GSTZ1	9606.ENSP00000385080	9606.ENSP00000451976	0	0	0	0	0	0	0.977	0	0.977
FGF23	KL	9606.ENSP00000237837	9606.ENSP00000369442	0	0	0	0	0	0.928	0.800	0	0.985
FH	GOT1	9606.ENSP00000355518	9606.ENSP00000359539	0	0	0	0	0	0.231	0.931	0	0.945
FLT1	PIK3R1	9606.ENSP00000282397	9606.ENSP00000428056	0	0	0	0	0	0.670	0.650	0	0.879
FLT1	PTK2	9606.ENSP00000282397	9606.ENSP00000341189	0	0	0	0.580	0	0.374	0.900	0	0.934
FN1	VHL	9606.ENSP00000346839	9606.ENSP00000256474	0	0	0	0	0	0.834	0	0	0.834
FN1	STAT3	9606.ENSP00000346839	9606.ENSP00000264657	0	0	0	0	0	0.900	0.500	0	0.947
FN1	LCN2	9606.ENSP00000346839	9606.ENSP00000362108	0	0	0	0	0	0.900	0	0	0.900
FOS	MAPK1	9606.ENSP00000306245	9606.ENSP00000215832	0	0	0	0	0	0.450	0.900	0	0.942
FOS	MAPK14	9606.ENSP00000306245	9606.ENSP00000229795	0	0	0	0	0	0.256	0.900	0	0.922
FOS	IL1A	9606.ENSP00000306245	9606.ENSP00000263339	0	0	0	0	0	0	0.750	0	0.750
FOS	STAT3	9606.ENSP00000306245	9606.ENSP00000264657	0	0	0	0	0	0.429	0.500	0	0.702
FOS	STAT1	9606.ENSP00000306245	9606.ENSP00000354394	0	0	0	0	0	0.731	0	0	0.731
FOS	MAPK8	9606.ENSP00000306245	9606.ENSP00000378974	0	0	0	0	0	0.174	0.900	0	0.913
FOS	SRC	9606.ENSP00000306245	9606.ENSP00000362680	0	0	0	0	0	0.096	0.900	0	0.905
FOS	RUNX2	9606.ENSP00000306245	9606.ENSP00000360493	0	0	0	0	0	0.510	0.900	0	0.948
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0	0.999	0.900	0	0.999
FOXO3	SIRT1	9606.ENSP00000339527	9606.ENSP00000212015	0	0	0	0	0	0.774	0.900	0	0.976
FOXO3	MAPK1	9606.ENSP00000339527	9606.ENSP00000215832	0	0	0	0	0	0.303	0.900	0	0.927
FOXO3	MAPK14	9606.ENSP00000339527	9606.ENSP00000229795	0	0	0	0	0	0.057	0.900	0	0.901
FOXO3	MDM2	9606.ENSP00000339527	9606.ENSP00000258149	0	0	0	0	0	0.742	0	0	0.742
FOXO3	SMAD2	9606.ENSP00000339527	9606.ENSP00000262160	0	0	0	0	0	0.076	0.900	0	0.903
FOXO3	STAT3	9606.ENSP00000339527	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0	0.900
FOXO3	TP53	9606.ENSP00000339527	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0	0.776
FOXO3	SMAD3	9606.ENSP00000339527	9606.ENSP00000332973	0	0	0	0	0	0.634	0.900	0	0.961
FOXO3	PINK1	9606.ENSP00000339527	9606.ENSP00000364204	0	0	0	0	0	0.053	0.750	0	0.753
FOXO3	PRKAA2	9606.ENSP00000339527	9606.ENSP00000360290	0	0	0	0	0	0.091	0.900	0	0.905
FOXO3	MAPK8	9606.ENSP00000339527	9606.ENSP00000378974	0	0	0	0	0	0.099	0.900	0	0.906
FOXO3	SOD2	9606.ENSP00000339527	9606.ENSP00000446252	0	0	0	0	0	0.292	0.750	0	0.815
FOXO3	SMAD4	9606.ENSP00000339527	9606.ENSP00000341551	0	0	0	0	0	0.525	0.500	0	0.752
FOXO3	SIRT3	9606.ENSP00000339527	9606.ENSP00000372191	0	0	0	0	0	0.333	0.750	0	0.826
FOXP3	IL2	9606.ENSP00000365380	9606.ENSP00000226730	0	0	0	0	0	0.695	0.500	0	0.841
G6PD	TP53	9606.ENSP00000377192	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.900
G6PD	HK2	9606.ENSP00000377192	9606.ENSP00000290573	0	0	0	0	0	0	0.830	0	0.830
G6PD	PKM	9606.ENSP00000377192	9606.ENSP00000320171	0	0	0	0	0	0	0.800	0	0.800
GAA	HK2	9606.ENSP00000305692	9606.ENSP00000290573	0	0	0	0	0	0	0.907	0	0.907
GCG	LEP	9606.ENSP00000387662	9606.ENSP00000312652	0	0	0	0	0	0	0.750	0	0.750
GCG	MC2R	9606.ENSP00000387662	9606.ENSP00000333821	0	0	0	0	0	0	0.900	0	0.900
GCH1	PKM	9606.ENSP00000477796	9606.ENSP00000320171	0	0	0	0	0	0	0.800	0	0.800
GCLC	GLUL	9606.ENSP00000497574	9606.ENSP00000307900	0	0	0	0	0	0	0.800	0	0.800
