name;id;mesh_id;level;AKU_relevance
@DISEASE_Cholestasis_Intrahepatic;D002780;D002780;5.0;not relevant
@DISEASE_Cholestasis_progressive_familial_intrahepatic_3;C535935;;;not relevant
@DISEASE_Chondrosarcoma;D002813;D002813;5.0;not relevant
@DISEASE_Chondrosarcoma;D002813;D002813;5.0;not relevant
@DISEASE_Chordoma;D002817;D002817;4.0;not relevant
@DISEASE_Chorea;D002819;D002819;4.0;not relevant
@DISEASE_Chorea;D002819;D002819;5.0;not relevant
@DISEASE_Chorea;D002819;D002819;5.0;not relevant
@DISEASE_Chorioamnionitis;D002821;D002821;3.0;not relevant
@DISEASE_Chorioamnionitis;D002821;D002821;5.0;not relevant
@DISEASE_Chorioamnionitis;D002821;D002821;5.0;not relevant
@DISEASE_Chorioamnionitis;D002821;D002821;6.0;not relevant
@DISEASE_Chorioretinitis;D002825;D002825;4.0;not relevant
@DISEASE_Chorioretinitis;D002825;D002825;5.0;not relevant
@DISEASE_Chorioretinitis;D002825;D002825;7.0;not relevant
@DISEASE_Chromosomal_Instability;D043171;D043171;3.0;not relevant
@DISEASE_Chromosomal_Instability;D043171;D043171;4.0;not relevant
@DISEASE_Chromosomal_Instability;D043171;D043171;4.0;not relevant
@DISEASE_Chromosomal_Instability;D043171;D043171;5.0;not relevant
@DISEASE_Ciliopathies;D000072661;D000072661;3.0;not relevant
@DISEASE_Ciliopathies;D000072661;D000072661;4.0;not relevant
@DISEASE_Citrullinemia;D020159;D020159;6.0;not relevant
@DISEASE_Citrullinemia;D020159;D020159;6.0;not relevant
@DISEASE_Citrullinemia;D020159;D020159;6.0;not relevant
@DISEASE_Citrullinemia;D020159;D020159;6.0;not relevant
@DISEASE_Citrullinemia;D020159;D020159;6.0;not relevant
@DISEASE_Citrullinemia;D020159;D020159;7.0;not relevant
@DISEASE_Clear_cell_metastatic_renal_cell_carcinoma;C538445;;;relevant
@DISEASE_Cleft_Palate;D002972;D002972;4.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;4.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;4.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;4.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;5.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;5.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;6.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;6.0;not relevant
@DISEASE_Cleft_Palate;D002972;D002972;7.0;not relevant
@DISEASE_Colitis;D003092;D003092;4.0;not relevant
@DISEASE_Colitis;D003092;D003092;5.0;not relevant
@DISEASE_Colitis_Associated_Neoplasms;D000083023;D000083023;7.0;not relevant
@DISEASE_Colitis_Associated_Neoplasms;D000083023;D000083023;7.0;not relevant
@DISEASE_Colitis_Associated_Neoplasms;D000083023;D000083023;7.0;not relevant
@DISEASE_Colitis_Associated_Neoplasms;D000083023;D000083023;7.0;not relevant
@DISEASE_Colitis_Associated_Neoplasms;D000083023;D000083023;8.0;not relevant
@DISEASE_Colitis_Ulcerative;D003093;D003093;5.0;not relevant
@DISEASE_Colitis_Ulcerative;D003093;D003093;5.0;not relevant
@DISEASE_Colitis_Ulcerative;D003093;D003093;5.0;not relevant
@DISEASE_Colitis_Ulcerative;D003093;D003093;6.0;not relevant
@DISEASE_Colonic_Neoplasms;D003110;D003110;6.0;not relevant
@DISEASE_Colonic_Neoplasms;D003110;D003110;6.0;not relevant
@DISEASE_Colonic_Neoplasms;D003110;D003110;6.0;not relevant
@DISEASE_Colonic_Neoplasms;D003110;D003110;6.0;not relevant
@DISEASE_Colonic_Neoplasms;D003110;D003110;7.0;not relevant
@DISEASE_Colonic_Polyps;D003111;D003111;5.0;not relevant
@DISEASE_Colorectal_Neoplasms;D015179;D015179;5.0;not relevant
@DISEASE_Colorectal_Neoplasms;D015179;D015179;5.0;not relevant
@DISEASE_Colorectal_Neoplasms;D015179;D015179;5.0;not relevant
@DISEASE_Colorectal_Neoplasms;D015179;D015179;5.0;not relevant
@DISEASE_Colorectal_Neoplasms;D015179;D015179;5.0;not relevant
@DISEASE_Colorectal_Neoplasms;D015179;D015179;6.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;3.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;4.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;4.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;6.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;6.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;6.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;6.0;not relevant
@DISEASE_Colorectal_Neoplasms_Hereditary_Nonpolyposis;D003123;D003123;7.0;not relevant
@DISEASE_Congenital_Hemidysplasia_with_Ichthyosiform_Erythroderma_and_Limb_Defects;C562515;;;not relevant
@DISEASE_Congenital_Hyperinsulinism;D044903;D044903;3.0;not relevant
@DISEASE_Congenital_Hyperinsulinism;D044903;D044903;3.0;not relevant
@DISEASE_Congenital_Hyperinsulinism;D044903;D044903;5.0;not relevant
@DISEASE_Congenital_Hyperinsulinism;D044903;D044903;5.0;not relevant
@DISEASE_Congenital_Hypothyroidism;D003409;D003409;3.0;not relevant
@DISEASE_Congenital_Hypothyroidism;D003409;D003409;4.0;not relevant
@DISEASE_Congenital_Hypothyroidism;D003409;D003409;4.0;not relevant
@DISEASE_Congenital_Hypothyroidism;D003409;D003409;4.0;not relevant
@DISEASE_Congenital_Hypothyroidism;D003409;D003409;5.0;not relevant
@DISEASE_Congenital_idiopathic_intestinal_pseudoobstruction;C535532;;;not relevant
@DISEASE_Corneal_Dystrophy_Band_Shaped;C562399;;;not relevant
@DISEASE_Corneal_Endothelial_Cell_Loss;D055954;D055954;3.0;not relevant
@DISEASE_Corneal_Endothelial_Cell_Loss;D055954;D055954;3.0;not relevant
@DISEASE_Corneal_Endothelial_Cell_Loss;D055954;D055954;4.0;not relevant
@DISEASE_Corneal_Endothelial_Cell_Loss;D055954;D055954;4.0;not relevant
@DISEASE_Corneal_Opacity;D003318;D003318;3.0;not relevant
@DISEASE_Coronary_Artery_Disease;D003324;D003324;5.0;not relevant
@DISEASE_Coronary_Artery_Disease;D003324;D003324;5.0;not relevant
@DISEASE_Coronary_Artery_Disease;D003324;D003324;5.0;not relevant
@DISEASE_Coronary_Disease;D003327;D003327;4.0;not relevant
@DISEASE_Coronary_Disease;D003327;D003327;4.0;not relevant
@DISEASE_Coronary_Restenosis;D023903;D023903;6.0;not relevant
@DISEASE_Coronary_Restenosis;D023903;D023903;6.0;not relevant
@DISEASE_Coronary_Stenosis;D023921;D023921;5.0;not relevant
@DISEASE_Coronary_Stenosis;D023921;D023921;5.0;not relevant
@DISEASE_Craniopharyngioma;D003397;D003397;5.0;not relevant
@DISEASE_Craniopharyngioma;D003397;D003397;5.0;not relevant
@DISEASE_Craniosynostoses;D003398;D003398;4.0;not relevant
@DISEASE_Craniosynostoses;D003398;D003398;4.0;not relevant
@DISEASE_Craniosynostoses;D003398;D003398;5.0;not relevant
@DISEASE_Craniosynostoses;D003398;D003398;5.0;not relevant
@DISEASE_Craniosynostoses;D003398;D003398;6.0;not relevant
@DISEASE_Crohn_Disease;D003424;D003424;5.0;not relevant
@DISEASE_Crohn_Disease;D003424;D003424;5.0;not relevant
@DISEASE_Cushing's_symphalangism;C536223;;;not relevant
@DISEASE_Cystic_Fibrosis;D003550;D003550;3.0;not relevant
@DISEASE_Cystic_Fibrosis;D003550;D003550;3.0;not relevant
@DISEASE_Cystic_Fibrosis;D003550;D003550;3.0;not relevant
@DISEASE_Cystic_Fibrosis;D003550;D003550;3.0;not relevant
@DISEASE_Cystinosis;D003554;D003554;5.0;not relevant
@DISEASE_Cystinosis;D003554;D003554;5.0;not relevant
@DISEASE_Deafness;D003638;D003638;5.0;not relevant
@DISEASE_Deafness;D003638;D003638;6.0;not relevant
@DISEASE_Deafness;D003638;D003638;7.0;not relevant
@DISEASE_Deafness_X_Linked_5;C564472;;;not relevant
@DISEASE_Delayed_Cranial_Ossification_due_to_CBFB_Haploinsufficiency;C565160;;;not relevant
@DISEASE_Dermatitis;D003872;D003872;3.0;not relevant
@DISEASE_Dermatitis_Atopic;D003876;D003876;4.0;not relevant
@DISEASE_Dermatitis_Atopic;D003876;D003876;4.0;not relevant
@DISEASE_Dermatitis_Atopic;D003876;D003876;4.0;not relevant
@DISEASE_Dermatitis_Atopic;D003876;D003876;4.0;not relevant
@DISEASE_Dermatitis_Atopic;D003876;D003876;4.0;not relevant
@DISEASE_Dermatitis_Atopic_1;C566404;;;not relevant
@DISEASE_Dermatitis_Contact;D003877;D003877;4.0;not relevant
@DISEASE_Dermatitis_Contact;D003877;D003877;4.0;not relevant
@DISEASE_Dermatomyositis;D003882;D003882;3.0;not relevant
@DISEASE_Dermatomyositis;D003882;D003882;3.0;not relevant
@DISEASE_Dermatomyositis;D003882;D003882;5.0;not relevant
@DISEASE_Dermatomyositis;D003882;D003882;6.0;not relevant
@DISEASE_Diabetes_Gestational;D016640;D016640;3.0;not relevant
@DISEASE_Diabetes_Gestational;D016640;D016640;4.0;not relevant
@DISEASE_Diabetes_Gestational;D016640;D016640;5.0;not relevant
@DISEASE_Diabetes_Mellitus;D003920;D003920;2.0;not relevant
@DISEASE_Diabetes_Mellitus;D003920;D003920;4.0;not relevant
@DISEASE_Diabetes_Mellitus_Type_1;D003922;D003922;3.0;not relevant
@DISEASE_Diabetes_Mellitus_Type_1;D003922;D003922;3.0;not relevant
@DISEASE_Diabetes_Mellitus_Type_1;D003922;D003922;5.0;not relevant
@DISEASE_Diabetes_Mellitus_Type_2;D003924;D003924;3.0;not relevant
@DISEASE_Diabetes_Mellitus_Type_2;D003924;D003924;5.0;not relevant
@DISEASE_Diabetic_Angiopathies;D003925;D003925;3.0;not relevant
@DISEASE_Diabetic_Angiopathies;D003925;D003925;4.0;not relevant
@DISEASE_Diabetic_Cardiomyopathies;D058065;D058065;4.0;not relevant
@DISEASE_Diabetic_Cardiomyopathies;D058065;D058065;4.0;not relevant
@DISEASE_Diabetic_Foot;D017719;D017719;4.0;not relevant
@DISEASE_Diabetic_Foot;D017719;D017719;5.0;not relevant
@DISEASE_Diabetic_Foot;D017719;D017719;5.0;not relevant
@DISEASE_Diabetic_Foot;D017719;D017719;6.0;not relevant
@DISEASE_Diabetic_Nephropathies;D003928;D003928;4.0;not relevant
@DISEASE_Diabetic_Nephropathies;D003928;D003928;4.0;not relevant
@DISEASE_Diabetic_Nephropathies;D003928;D003928;5.0;not relevant
@DISEASE_Diabetic_Nephropathies;D003928;D003928;6.0;not relevant
@DISEASE_Diabetic_Retinopathy;D003930;D003930;3.0;not relevant
@DISEASE_Diabetic_Retinopathy;D003930;D003930;4.0;not relevant
@DISEASE_Diabetic_Retinopathy;D003930;D003930;5.0;not relevant
@DISEASE_Diarrhea_5_With_Tufting_Enteropathy_Congenital;C567703;;;not relevant
@DISEASE_Diaschisis;D000087505;D000087505;4.0;not relevant
@DISEASE_Dicarboxylicaminoaciduria;C536171;;;not relevant
@DISEASE_Diffuse_Cerebral_Sclerosis_of_Schilder;D002549;D002549;4.0;not relevant
@DISEASE_Diffuse_Cerebral_Sclerosis_of_Schilder;D002549;D002549;4.0;not relevant
@DISEASE_Diffuse_Cerebral_Sclerosis_of_Schilder;D002549;D002549;4.0;not relevant
@DISEASE_Diffuse_Cerebral_Sclerosis_of_Schilder;D002549;D002549;5.0;not relevant
@DISEASE_Diffuse_Cerebral_Sclerosis_of_Schilder;D002549;D002549;6.0;not relevant
@DISEASE_Diffuse_Neurofibrillary_Tangles_with_Calcification;D055956;D055956;4.0;relevant
@DISEASE_Diffuse_Neurofibrillary_Tangles_with_Calcification;D055956;D055956;4.0;relevant
@DISEASE_Diffuse_Neurofibrillary_Tangles_with_Calcification;D055956;D055956;5.0;relevant
@DISEASE_Digestive_System_Neoplasms;D004067;D004067;2.0;not relevant
@DISEASE_Digestive_System_Neoplasms;D004067;D004067;3.0;not relevant
@DISEASE_Dissection_Thoracic_Aorta;D000094629;D000094629;6.0;not relevant
@DISEASE_Dissection_Thoracic_Aorta;D000094629;D000094629;6.0;not relevant
@DISEASE_Ductus_Arteriosus_Patent;D004374;D004374;4.0;not relevant
@DISEASE_Ductus_Arteriosus_Patent;D004374;D004374;4.0;not relevant
@DISEASE_Ductus_Arteriosus_Patent;D004374;D004374;5.0;not relevant
@DISEASE_Dwarfism_Pituitary;D004393;D004393;3.0;not relevant
@DISEASE_Dwarfism_Pituitary;D004393;D004393;4.0;not relevant
@DISEASE_Dwarfism_Pituitary;D004393;D004393;4.0;not relevant
@DISEASE_Dwarfism_Pituitary;D004393;D004393;5.0;not relevant
@DISEASE_Dwarfism_Pituitary;D004393;D004393;7.0;not relevant
@DISEASE_Dysbiosis;D064806;D064806;3.0;not relevant
@DISEASE_Dysentery;D004403;D004403;4.0;not relevant
@DISEASE_Dysentery;D004403;D004403;4.0;not relevant
@DISEASE_Dysentery_Bacillary;D004405;D004405;5.0;not relevant
@DISEASE_Dysentery_Bacillary;D004405;D004405;5.0;not relevant
@DISEASE_Dysentery_Bacillary;D004405;D004405;6.0;not relevant
@DISEASE_Dyskinesia_Drug_Induced;D004409;D004409;3.0;not relevant
@DISEASE_Dyskinesia_Drug_Induced;D004409;D004409;3.0;not relevant
@DISEASE_Dyskinesia_Drug_Induced;D004409;D004409;4.0;not relevant
@DISEASE_Dyskinesia_Drug_Induced;D004409;D004409;4.0;not relevant
@DISEASE_Dyskinesia_Drug_Induced;D004409;D004409;5.0;not relevant
@DISEASE_Dyskinesia_Drug_Induced;D004409;D004409;5.0;not relevant
@DISEASE_Dyslipidemias;D050171;D050171;4.0;not relevant
@DISEASE_Dyspnea;D004417;D004417;3.0;not relevant
@DISEASE_Dyspnea;D004417;D004417;4.0;not relevant
@DISEASE_Dystonia;D004421;D004421;4.0;not relevant
@DISEASE_Dystonia;D004421;D004421;5.0;not relevant
@DISEASE_Dystonia_16;C567430;;;not relevant
@DISEASE_Ectodermal_Dysplasia;D004476;D004476;4.0;not relevant
@DISEASE_Ectodermal_Dysplasia;D004476;D004476;4.0;not relevant
@DISEASE_Ectodermal_Dysplasia;D004476;D004476;4.0;not relevant
@DISEASE_Ectodermal_Dysplasia;D004476;D004476;4.0;not relevant
@DISEASE_Ectodermal_Dysplasia;D004476;D004476;4.0;not relevant
@DISEASE_Elephantiasis_Filarial;D004605;D004605;4.0;not relevant
@DISEASE_Elephantiasis_Filarial;D004605;D004605;4.0;not relevant
@DISEASE_Elephantiasis_Filarial;D004605;D004605;8.0;not relevant
@DISEASE_Embolism;D004617;D004617;4.0;not relevant
@DISEASE_Embolism_Fat;D004620;D004620;5.0;not relevant
@DISEASE_Embryo_Loss;D020964;D020964;4.0;not relevant
@DISEASE_Embryo_Loss;D020964;D020964;5.0;not relevant
@DISEASE_Emphysema;D004646;D004646;3.0;not relevant
@DISEASE_Emphysematous_Cholecystitis;D041882;D041882;6.0;not relevant
@DISEASE_Encephalitis;D004660;D004660;3.0;not relevant
@DISEASE_Encephalitis;D004660;D004660;4.0;not relevant
@DISEASE_Encephalomyelitis_Acute_Disseminated;D004673;D004673;4.0;not relevant
@DISEASE_Encephalomyelitis_Acute_Disseminated;D004673;D004673;4.0;not relevant
@DISEASE_Encephalomyelitis_Acute_Disseminated;D004673;D004673;5.0;not relevant
@DISEASE_Encephalomyelitis_Acute_Disseminated;D004673;D004673;6.0;not relevant
@DISEASE_Encephalomyelitis_Acute_Disseminated;D004673;D004673;6.0;not relevant
@DISEASE_End_Stage_Liver_Disease;D058625;D058625;5.0;not relevant
@DISEASE_Endometrial_Hyperplasia;D004714;D004714;5.0;not relevant
@DISEASE_Endometrial_Hyperplasia;D004714;D004714;6.0;not relevant
@DISEASE_Endometrial_Neoplasms;D016889;D016889;5.0;not relevant
@DISEASE_Endometrial_Neoplasms;D016889;D016889;6.0;not relevant
@DISEASE_Endometrial_Neoplasms;D016889;D016889;6.0;not relevant
@DISEASE_Endometrial_Neoplasms;D016889;D016889;7.0;not relevant
@DISEASE_Endometrial_Neoplasms;D016889;D016889;7.0;not relevant
@DISEASE_Endometriosis;D004715;D004715;4.0;not relevant
@DISEASE_Endometriosis;D004715;D004715;5.0;not relevant
@DISEASE_Endometritis;D004716;D004716;5.0;not relevant
@DISEASE_Endometritis;D004716;D004716;6.0;not relevant
@DISEASE_Endometritis;D004716;D004716;6.0;not relevant
@DISEASE_Endometritis;D004716;D004716;7.0;not relevant
@DISEASE_Endotoxemia;D019446;D019446;3.0;not relevant
@DISEASE_Endotoxemia;D019446;D019446;4.0;not relevant
@DISEASE_Endotoxemia;D019446;D019446;7.0;not relevant
@DISEASE_Enterocolitis;D004760;D004760;4.0;not relevant
@DISEASE_Enterocolitis;D004760;D004760;4.0;not relevant
@DISEASE_Enterocolitis_Necrotizing;D020345;D020345;5.0;not relevant
@DISEASE_Enterocolitis_Necrotizing;D020345;D020345;5.0;not relevant
@DISEASE_Eosinophilia;D004802;D004802;4.0;not relevant
@DISEASE_Eosinophilic_enteropathy;C535952;;;not relevant
@DISEASE_Ependymoma;D004806;D004806;6.0;not relevant
@DISEASE_Ependymoma;D004806;D004806;7.0;not relevant
@DISEASE_Ependymoma;D004806;D004806;7.0;not relevant
@DISEASE_Epidermodysplasia_Verruciformis;D004819;D004819;5.0;not relevant
@DISEASE_Epidermodysplasia_Verruciformis;D004819;D004819;5.0;not relevant
@DISEASE_Epidermodysplasia_Verruciformis;D004819;D004819;6.0;not relevant
@DISEASE_Epidermodysplasia_Verruciformis;D004819;D004819;6.0;not relevant
@DISEASE_Epilepsy;D004827;D004827;4.0;not relevant
@DISEASE_Epilepsy_Absence;D004832;D004832;6.0;not relevant
@DISEASE_Epilepsy_Absence;D004832;D004832;6.0;not relevant
@DISEASE_Epilepsy_Temporal_Lobe;D004833;D004833;6.0;not relevant
@DISEASE_Epilepsy_Temporal_Lobe;D004833;D004833;6.0;not relevant
@DISEASE_Epiphyseal_dysplasia_multiple_1;C535501;;;not relevant
@DISEASE_Erectile_Dysfunction;D007172;D007172;3.0;not relevant
@DISEASE_Erectile_Dysfunction;D007172;D007172;4.0;not relevant
@DISEASE_Erectile_Dysfunction;D007172;D007172;4.0;not relevant
@DISEASE_Erectile_Dysfunction;D007172;D007172;4.0;not relevant
@DISEASE_Esophageal_Neoplasms;D004938;D004938;4.0;not relevant
@DISEASE_Esophageal_Neoplasms;D004938;D004938;4.0;not relevant
@DISEASE_Esophageal_Neoplasms;D004938;D004938;4.0;not relevant
@DISEASE_Esophageal_Neoplasms;D004938;D004938;4.0;not relevant
@DISEASE_Esophageal_Neoplasms;D004938;D004938;5.0;not relevant
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;D000077277;D000077277;5.0;not relevant
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;D000077277;D000077277;5.0;not relevant
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;D000077277;D000077277;5.0;not relevant
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;D000077277;D000077277;5.0;not relevant
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;D000077277;D000077277;6.0;not relevant
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;D000077277;D000077277;6.0;not relevant
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;D000077277;D000077277;6.0;not relevant
@DISEASE_Essential_Hypertension;D000075222;D000075222;4.0;not relevant
@DISEASE_Eunuchism;D005058;D005058;4.0;not relevant
@DISEASE_External_Auditory_Canal_Bilateral_Atresia_Of_With_Congenital_Vertical_Talus;C566245;;;not relevant
@DISEASE_Familial_Exudative_Vitreoretinopathies;D000080345;D000080345;3.0;not relevant
@DISEASE_Familial_Exudative_Vitreoretinopathies;D000080345;D000080345;3.0;not relevant
@DISEASE_Familial_Exudative_Vitreoretinopathies;D000080345;D000080345;3.0;not relevant
@DISEASE_Familial_Exudative_Vitreoretinopathies;D000080345;D000080345;4.0;not relevant
@DISEASE_Familial_Exudative_Vitreoretinopathies;D000080345;D000080345;4.0;not relevant
@DISEASE_Familial_Hyperaldosteronism;C580087;;;not relevant
@DISEASE_Familial_Paget's_disease_of_bone;C538098;;;relevant
@DISEASE_Fanconi_Anemia;D005199;D005199;4.0;not relevant
@DISEASE_Fanconi_Anemia;D005199;D005199;4.0;not relevant
@DISEASE_Fanconi_Anemia;D005199;D005199;6.0;not relevant
@DISEASE_Fanconi_Anemia;D005199;D005199;7.0;not relevant
@DISEASE_Fasciculation;D005207;D005207;4.0;not relevant
@DISEASE_Fasciculation;D005207;D005207;5.0;not relevant
@DISEASE_Fetal_Growth_Retardation;D005317;D005317;3.0;not relevant
@DISEASE_Fetal_Growth_Retardation;D005317;D005317;4.0;not relevant
@DISEASE_Fetal_Growth_Retardation;D005317;D005317;5.0;not relevant
@DISEASE_Fetomaternal_Transfusion;D005331;D005331;4.0;not relevant
@DISEASE_Fetomaternal_Transfusion;D005331;D005331;5.0;not relevant
@DISEASE_Fibrocartilaginous_embolism;C537927;;;not relevant
@DISEASE_Fibrocystic_Breast_Disease;D005348;D005348;4.0;not relevant
@DISEASE_Fibroma;D005350;D005350;6.0;not relevant
@DISEASE_Fibrosis;D005355;D005355;3.0;not relevant
@DISEASE_Fibrous_Dysplasia_of_Bone;D005357;D005357;5.0;relevant
@DISEASE_Focal_cortical_dysplasia_of_Taylor;C537067;;;not relevant
@DISEASE_Focal_Nodular_Hyperplasia;D020518;D020518;3.0;not relevant
@DISEASE_Food_Hypersensitivity;D005512;D005512;4.0;not relevant
@DISEASE_Foot_Ulcer;D016523;D016523;4.0;not relevant
@DISEASE_Foot_Ulcer;D016523;D016523;5.0;not relevant
@DISEASE_Friedreich_Ataxia;D005621;D005621;4.0;not relevant
@DISEASE_Friedreich_Ataxia;D005621;D005621;5.0;not relevant
@DISEASE_Friedreich_Ataxia;D005621;D005621;5.0;not relevant
@DISEASE_Friedreich_Ataxia;D005621;D005621;5.0;not relevant
@DISEASE_Friedreich_Ataxia;D005621;D005621;6.0;not relevant
@DISEASE_Frontotemporal_Dementia;D057180;D057180;5.0;not relevant
@DISEASE_Frontotemporal_Dementia;D057180;D057180;5.0;not relevant
@DISEASE_Frontotemporal_Dementia;D057180;D057180;6.0;not relevant
@DISEASE_Frontotemporal_Dementia;D057180;D057180;6.0;not relevant
@DISEASE_Frontotemporal_Lobar_Degeneration;D057174;D057174;4.0;not relevant
@DISEASE_Frontotemporal_Lobar_Degeneration;D057174;D057174;4.0;not relevant
@DISEASE_Frontotemporal_Lobar_Degeneration;D057174;D057174;5.0;not relevant
@DISEASE_Frontotemporal_Lobar_Degeneration;D057174;D057174;5.0;not relevant
@DISEASE_Fused_Kidney;D000069337;D000069337;3.0;relevant
@DISEASE_Fused_Kidney;D000069337;D000069337;4.0;relevant
@DISEASE_Fused_Kidney;D000069337;D000069337;4.0;relevant
@DISEASE_Fused_Kidney;D000069337;D000069337;5.0;relevant
@DISEASE_Gangrene;D005734;D005734;4.0;not relevant
@DISEASE_Gastrointestinal_Neoplasms;D005770;D005770;3.0;not relevant
@DISEASE_Gastrointestinal_Neoplasms;D005770;D005770;3.0;not relevant
@DISEASE_Gastrointestinal_Neoplasms;D005770;D005770;4.0;not relevant
@DISEASE_Gastrointestinal_Stromal_Tumors;D046152;D046152;4.0;not relevant
@DISEASE_Gastrointestinal_Stromal_Tumors;D046152;D046152;4.0;not relevant
@DISEASE_Gastrointestinal_Stromal_Tumors;D046152;D046152;5.0;not relevant
@DISEASE_Genital_Neoplasms_Female;D005833;D005833;3.0;not relevant
@DISEASE_Genital_Neoplasms_Female;D005833;D005833;4.0;not relevant
@DISEASE_Genital_Neoplasms_Female;D005833;D005833;4.0;not relevant
@DISEASE_Genital_Neoplasms_Female;D005833;D005833;5.0;not relevant
@DISEASE_Genital_Neoplasms_Female;D005833;D005833;5.0;not relevant
@DISEASE_Gestational_Trophoblastic_Disease;D031901;D031901;4.0;not relevant
@DISEASE_Gestational_Trophoblastic_Disease;D031901;D031901;5.0;not relevant
@DISEASE_Gestational_Trophoblastic_Disease;D031901;D031901;6.0;not relevant
@DISEASE_Glaucoma;D005901;D005901;3.0;not relevant
@DISEASE_Glioblastoma;D005909;D005909;7.0;not relevant
@DISEASE_Glioblastoma;D005909;D005909;8.0;not relevant
@DISEASE_Glioblastoma;D005909;D005909;8.0;not relevant
@DISEASE_Glioma;D005910;D005910;5.0;not relevant
@DISEASE_Glioma;D005910;D005910;6.0;not relevant
@DISEASE_Glioma;D005910;D005910;6.0;not relevant
@DISEASE_Glioma_of_Brain_Familial;C564230;;;not relevant
@DISEASE_Gliosarcoma;D018316;D018316;6.0;not relevant
@DISEASE_Gliosarcoma;D018316;D018316;7.0;not relevant
@DISEASE_Gliosarcoma;D018316;D018316;7.0;not relevant
@DISEASE_Gliosis;D005911;D005911;3.0;not relevant
@DISEASE_Glomerulonephritis;D005921;D005921;5.0;not relevant
@DISEASE_Glomerulonephritis;D005921;D005921;6.0;not relevant
@DISEASE_Glomerulonephritis;D005921;D005921;7.0;not relevant
@DISEASE_Glomerulonephritis_IGA;D005922;D005922;3.0;not relevant
@DISEASE_Glomerulonephritis_IGA;D005922;D005922;6.0;not relevant
@DISEASE_Glomerulonephritis_IGA;D005922;D005922;7.0;not relevant
@DISEASE_Glomerulonephritis_IGA;D005922;D005922;8.0;not relevant
@DISEASE_Glomerulonephritis_Membranoproliferative;D015432;D015432;2.0;not relevant
@DISEASE_Glomerulonephritis_Membranoproliferative;D015432;D015432;6.0;not relevant
@DISEASE_Glomerulonephritis_Membranoproliferative;D015432;D015432;7.0;not relevant
@DISEASE_Glomerulonephritis_Membranoproliferative;D015432;D015432;8.0;not relevant
@DISEASE_Glomerulonephritis_Membranous;D015433;D015433;3.0;not relevant
@DISEASE_Glomerulonephritis_Membranous;D015433;D015433;6.0;not relevant
@DISEASE_Glomerulonephritis_Membranous;D015433;D015433;7.0;not relevant
@DISEASE_Glomerulonephritis_Membranous;D015433;D015433;8.0;not relevant
@DISEASE_Glomus_Tumor;D005918;D005918;4.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;6.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;6.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;6.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;6.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;6.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;6.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;6.0;not relevant
@DISEASE_Glycogen_Storage_Disease_Type_II;D006009;D006009;7.0;not relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;4.0;relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;5.0;relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;5.0;relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;5.0;relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;6.0;relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;6.0;relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;7.0;relevant
@DISEASE_Glycosuria_Renal;D006030;D006030;7.0;relevant
@DISEASE_Gout;D006073;D006073;3.0;not relevant
@DISEASE_Gout;D006073;D006073;4.0;not relevant
